name,coinName,symbol,proofType,url,algorithm,summary,lifespan,founder,durl
SXUT,SPECTRE Utility Token,SXUT,N/A,/coins/sxut/overview,N/A,,,,,
FIH,Fidelity House,FIH,N/A,/coins/fih/overview,N/A,,,,,
FANZ,FanChain,FANZ,N/A,/coins/fanz/overview,N/A,,,,,
FIL,FileCoin,FIL,N/A,/coins/fil/overview,N/A,,,,,
BFEX,BFEX,BFEX,N/A,/coins/bfex/overview,N/A,,,,,
POLY,Polymath Network,POLY,N/A,/coins/poly/overview,N/A,,,,,
LTBC,LTBCoin,LTBC,PoP/PoV/PoQ,/coins/ltbc/overview,N/A,,,,,
FIN,Finom FIN Token,FIN,N/A,/coins/fin/overview,N/A,,,,,
NYX,NYXCOIN,NYX,PoW,/coins/nyx/overview,NeoScrypt,,,,,
FIT,Fitcoin,FIT,PoW/PoS,/coins/fit/overview,X11,,,,,
GMCN,GambleCoin,GMCN,PoS,/coins/gmcn/overview,Scrypt,,,,,
MNTC,Manet Coin,MNTC,PoW/PoS,/coins/mntc/overview,Scrypt,,,,,
NZC,NewZealandCoin,NZC,PoW,/coins/nzc/overview,Scrypt,,,,,
NZE,Nagezeni,NZE,N/A,/coins/nze/overview,N/A,,,,,
AKRO,Akropolis,AKRO,N/A,/coins/akro/overview,N/A,,,,,
MNTP,GoldMint,MNTP,N/A,/coins/mntp/overview,N/A,,,,,
LTBX,Litbinex Coin,LTBX,N/A,/coins/ltbx/overview,N/A,,,,,
FJC,FujiCoin,FJC,PoW,/coins/fjc/overview,Scrypt-n,,,,,
LTBTC,Lightning Bitcoin,LTBTC,N/A,/coins/ltbtc/overview,N/A,,,,,
EONC,Dimension,EONC,N/A,/coins/eonc/overview,N/A,,,,,
SPHR,Sphere Coin,SPHR,PoW/PoS,/coins/sphr/overview,Scrypt,,,,,
NZL,Zealium,NZL,PoS,/coins/nzl/overview,PoS,,,,,
NZO,NonZero,NZO,N/A,/coins/nzo/overview,N/A,,,,,
FRSP,Forkspot,FRSP,N/A,/coins/frsp/overview,N/A,,,,,
FRST,FirstCoin,FRST,PoW/PoS,/coins/frst/overview,Scrypt,,,,,
SHARPE,Sharpe Capital,SHARPE,PoS,/coins/sharpe/overview,N/A,,,,,
ACCO,Accolade,ACCO,PoW/PoS,/coins/acco/overview,Scrypt,,,,,
WLF,Wolfs Group,WLF,N/A,/coins/wlf/overview,N/A,,,,,
ACCN,Accelerator Network,ACCN,N/A,/coins/accn/overview,N/A,,,,,
FARM,FARM Coin,FARM,PoS,/coins/farm/overview,N/A,,,,,
WLK,Wolk,WLK,N/A,/coins/wlk/overview,N/A,,,,,
POPC,PopChest,POPC,N/A,/coins/popc/overview,N/A,,,,,
WLO,WOLLO,WLO,N/A,/coins/wlo/overview,N/A,,,,,
CXCELL,CAPITAL X CELL,CXCELL,N/A,/coins/cxcell/overview,N/A,,,,,
WMC,WMCoin,WMC,PoS,/coins/wmc/overview,X11,,,,,
SILKT,SilkChain,SILKT,N/A,/coins/silkt/overview,N/A,,,,,
WMB,WatermelonBlock,WMB,N/A,/coins/wmb/overview,N/A,,,,,
WMD,WindMine,WMD,N/A,/coins/wmd/overview,N/A,,,,,
FKX,FortKnoxster,FKX,N/A,/coins/fkx/overview,N/A,,,,,
BSX.CUR,Boston Scientific,BSX.CUR,N/A,/coins/bsxcur/overview,N/A,,,,,
CHOOF,ChoofCoin,CHOOF,PoW/PoS,/coins/choof/overview,Scrypt,,,,,
WMK,Wemark,WMK,N/A,/coins/wmk/overview,N/A,,,,,
TESLA,TeslaCoilCoin,TESLA,N/A,/coins/tesla/overview,N/A,,,,,
UPUSD,Universal US Dollar,UPUSD,N/A,/coins/upusd/overview,N/A,,,,,
MNVM,Novam,MNVM,N/A,/coins/mnvm/overview,N/A,,,,,
FLC (1),Fieldcoin,FLC,N/A,/coins/flc-1/overview,N/A,,,,,
ACDC,Volt,ACDC,N/A,/coins/acdc/overview,N/A,,,,,
QASH,Quoine Liquid,QASH,N/A,/coins/qash/overview,N/A,,,,,
FLG,Folgory Coin,FLG,N/A,/coins/flg/overview,N/A,,,,,
FLM,FOLM coin,FLM,PoW,/coins/flm/overview,PHI1612,,,,,
FLO,Flo,FLO,PoW,/coins/flo/overview,Scrypt,,,,,
FLP,Gameflip,FLP,N/A,/coins/flp/overview,N/A,,,,,
FLS,Fuloos Coin,FLS,PoW/PoS,/coins/fls/overview,N/A,,,,,
ACES,AcesCoin,ACES,PoS,/coins/aces/overview,X13,,,,,
FLT,FlutterCoin,FLT,PoS/PoW/PoT,/coins/flt/overview,Scrypt,,,,,
FLY,FlyCoin,FLY,PoS,/coins/fly/overview,X13,,,,,
FLX,Flash,FLX,PoW/PoS,/coins/flx/overview,Scrypt,,,,,
V.CUR,Visa Inc,V.CUR,N/A,/coins/vcur/overview,N/A,,,,,
EOSC,EOSForce,EOSC,PoS,/coins/eosc/overview,N/A,,,,,
ATFS,ATFS Project,ATFS,N/A,/coins/atfs/overview,N/A,,,,,
UENC,UniversalEnergyChain,UENC,N/A,/coins/uenc/overview,N/A,,,,,
SPIN,SPIN Protocol,SPIN,N/A,/coins/spin/overview,N/A,,,,,
FML,FormulA,FML,N/A,/coins/fml/overview,N/A,,,,,
EXCC,ExchangeCoin,EXCC,PoW,/coins/excc/overview,Equihash,,,,,
EGAS,ETHGAS,EGAS,N/A,/coins/egas/overview,N/A,,,,,
WOM,WOM,WOM,N/A,/coins/wom/overview,N/A,,,,,
WOP,WorldPay,WOP,PoW/PoS,/coins/wop/overview,X11,,,,,
FNB,FNB protocol,FNB,N/A,/coins/fnb/overview,N/A,,,,,
EXCL,Exclusive Coin,EXCL,PoS,/coins/excl/overview,PoS,,,,,
FND,FundRequest,FND,N/A,/coins/fnd/overview,N/A,,,,,
WOW,Wownero,WOW,N/A,/coins/wow/overview,N/A,,,,,
EGDC,EasyGuide,EGDC,N/A,/coins/egdc/overview,N/A,,,,,
FNK,FunKeyPay,FNK,N/A,/coins/fnk/overview,N/A,,,,,
POST,PostCoin,POST,PoS,/coins/post/overview,N/A,,,,,
FNL,Finlocale,FNL,N/A,/coins/fnl/overview,N/A,,,,,
FNO,Fonero,FNO,PoW,/coins/fno/overview,PHI1612,,,,,
FNP,FlipNpik,FNP,N/A,/coins/fnp/overview,N/A,,,,,
KREDS,KREDS,KREDS,PoW,/coins/kreds/overview,Lyra2REv2,,,,,
FNX,FinanceX,FNX,N/A,/coins/fnx/overview,N/A,,,,,
WAVES,Waves,WAVES,PoS/LPoS,/coins/waves/overview,Leased POS,,,,,
WPP,Green Energy Token,WPP,N/A,/coins/wpp/overview,N/A,,,,,
WPR,WePower,WPR,N/A,/coins/wpr/overview,N/A,,,,,
DUCK,DuckDuckCoin,DUCK,PoW,/coins/duck/overview,Scrypt,,,,,
WPT,Worldopo,WPT,N/A,/coins/wpt/overview,N/A,,,,,
WPX,Wallet Plus X,WPX,N/A,/coins/wpx/overview,N/A,,,,,
EGCC,Engine,EGCC,N/A,/coins/egcc/overview,N/A,,,,,
ACID,AcidCoin,ACID,PoW,/coins/acid/overview,SHA-256,,,,,
FOR,Force Protocol,FOR,N/A,/coins/for/overview,N/A,,,,,
SPKZ,Spokkz,SPKZ,N/A,/coins/spkz/overview,N/A,,,,,
UNAT,Unattanium,UNAT,PoW,/coins/unat/overview,SHA-256,,,,,
DLPT,Deliverers Power Token,DLPT,N/A,/coins/dlpt/overview,N/A,,,,,
LTHN,Lethean,LTHN,PoW,/coins/lthn/overview,CryptoNight-V7,,,,,
CINX,CINDX,CINX,N/A,/coins/cinx/overview,N/A,,,,,
BRAND,BrandProtect,BRAND,N/A,/coins/brand/overview,N/A,,,,,
DDAM,DDAM,DDAM,N/A,/coins/ddam/overview,N/A,,,,,
SPLA,SmartPlay,SPLA,N/A,/coins/spla/overview,N/A,,,,,
SPLB,SimpleBank,SPLB,PoW/PoS,/coins/splb/overview,NeoScrypt,,,,,
ACHN,Achain,ACHN,DPoS,/coins/achn/overview,DPoS,,,,,
DUBI,Decentralized Universal Basic Income,DUBI,N/A,/coins/dubi/overview,N/A,,,,,
FPC,Futurepia,FPC,N/A,/coins/fpc/overview,N/A,,,,,
OAK,Acorn Collective,OAK,N/A,/coins/oak/overview,N/A,,,,,
POSQ,Poseidon Quark,POSQ,PoS,/coins/posq/overview,Quark,,,,,
FRWC,Frankywillcoin,FRWC,PoW/PoS,/coins/frwc/overview,Scrypt,,,,,
LDOGE,LiteDoge,LDOGE,PoW/PoS,/coins/ldoge/overview,Scrypt,,,,,
BIGUP,BigUp,BIGUP,PoS,/coins/bigup/overview,N/A,,,,,
OAX,OpenANX,OAX,N/A,/coins/oax/overview,N/A,,,,,
ATKN,A-Token,ATKN,N/A,/coins/atkn/overview,N/A,,,,,
WRC,Worldcore,WRC,N/A,/coins/wrc/overview,N/A,,,,,
CRAB,CrabCoin,CRAB,PoW/PoS,/coins/crab/overview,X15,,,,,
WRL,WHIRL,WRL,N/A,/coins/wrl/overview,N/A,,,,,
SHIFT,Shift,SHIFT,DPoS,/coins/shift/overview,DPoS,,,,,
611,SixEleven,611,PoW,/coins/611/overview,SHA-256,,,,,
X42,X42 Protocol,X42,PoS,/coins/x42/overview,X13,,,,,
WRT,WRTcoin,WRT,PoW,/coins/wrt/overview,X11,,,,,
SPON,Instant Sponsor Token,SPON,N/A,/coins/spon/overview,N/A,,,,,
WRX,WazirX,WRX,N/A,/coins/wrx/overview,N/A,,,,,
EGGC,EggCoin,EGGC,PoW/PoS,/coins/eggc/overview,Scrypt,,,,,
WRZ,Weriz,WRZ,N/A,/coins/wrz/overview,N/A,,,,,
SPOK,Spock,SPOK,N/A,/coins/spok/overview,N/A,,,,,
OBS,Obscurebay,OBS,PoW/PoS,/coins/obs/overview,X11,,,,,
CZRX,Compound 0x,CZRX,N/A,/coins/czrx/overview,N/A,,,,,
FOREX,FOREXCOIN,FOREX,PoW,/coins/forex/overview,Scrypt,,,,,
WSC,WiserCoin,WSC,PoW,/coins/wsc/overview,Scrypt,,,,,
WSD,White Standard,WSD,N/A,/coins/wsd/overview,N/A,,,,,
EGEM,EtherGem,EGEM,N/A,/coins/egem/overview,N/A,,,,,
WSH,Wish Finance,WSH,N/A,/coins/wsh/overview,N/A,,,,,
ARGUS,ArgusCoin,ARGUS,PoW/PoS,/coins/argus/overview,Scrypt,,,,,
OCC,Octoin Coin,OCC,PoS,/coins/occ/overview,N/A,,,,,
OCE,OceanEX Token,OCE,N/A,/coins/oce/overview,N/A,,,,,
SPND,Spindle,SPND,N/A,/coins/spnd/overview,N/A,,,,,
FRC,FireRoosterCoin,FRC,PoW,/coins/frc/overview,SHA-256,,,,,
FRE,FreeCoin,FRE,PoS,/coins/fre/overview,PoS,,,,,
OCL,Oceanlab,OCL,DPoS/LPoS,/coins/ocl/overview,N/A,,,,,
FRD,Farad,FRD,N/A,/coins/frd/overview,N/A,,,,,
PYLNT,Pylon Network,PYLNT,N/A,/coins/pylnt/overview,N/A,,,,,
OCN,Odyssey,OCN,N/A,/coins/ocn/overview,N/A,,,,,
WSX,WeAreSatoshi,WSX,PoW/PoS,/coins/wsx/overview,X11,,,,,
FRK,Franko,FRK,PoW,/coins/frk/overview,Scrypt,,,,,
FRM,Ferrum Network,FRM,N/A,/coins/frm/overview,N/A,,,,,
OCT,OracleChain,OCT,N/A,/coins/oct/overview,N/A,,,,,
FRN,Francs,FRN,PoW,/coins/frn/overview,Scrypt,,,,,
OCX,Original Crypto Coin,OCX,N/A,/coins/ocx/overview,N/A,,,,,
WTC,Waltonchain,WTC,N/A,/coins/wtc/overview,Ethash,,,,,
CIRC,CryptoCircuits,CIRC,PoS,/coins/circ/overview,vDPOS,,,,,
FRV,Fitrova,FRV,N/A,/coins/frv/overview,N/A,,,,,
WTL,Welltrado,WTL,N/A,/coins/wtl/overview,N/A,,,,,
ODC,Overseas Direct Certification,ODC,N/A,/coins/odc/overview,N/A,,,,,
ODE,ODEM,ODE,N/A,/coins/ode/overview,N/A,,,,,
ATMI,Atonomi,ATMI,N/A,/coins/atmi/overview,N/A,,,,,
WTT,Giga Watt,WTT,N/A,/coins/wtt/overview,N/A,,,,,
BUSDC,BUSD,BUSDC,N/A,/coins/busdc/overview,N/A,,,,,
FSC,FriendshipCoin,FSC,PoW/PoS,/coins/fsc/overview,NeoScrypt,,,,,
ATMC,Autumncoin,ATMC,PoW/PoS,/coins/atmc/overview,X11,,,,,
ODN,Obsidian,ODN,PoS,/coins/odn/overview,SHA-512,,,,,
FAZZ,FazzCoin,FAZZ,PoS,/coins/fazz/overview,PoS,,,,,
ARPAC,ArpaCoin,ARPAC,PoW/PoS,/coins/arpac/overview,SHA-256D,,,,,
BRAIN,BrainCoin,BRAIN,PoW/PoS,/coins/brain/overview,X11,,,,,
FSN,Fusion,FSN,N/A,/coins/fsn/overview,N/A,,,,,
CRDS,Credits,CRDS,N/A,/coins/crds/overview,Argon2,,,,,
ODX,ODX Token,ODX,N/A,/coins/odx/overview,N/A,,,,,
G50,G50,G50,N/A,/coins/g50/overview,N/A,,,,,
SPOT,Spotcoin,SPOT,N/A,/coins/spot/overview,N/A,,,,,
FST,1irstcoin,FST,N/A,/coins/fst/overview,N/A,,,,,
WUG,WatchUGot,WUG,N/A,/coins/wug/overview,N/A,,,,,
CENNZ,Centrality Token,CENNZ,N/A,/coins/cennz/overview,N/A,,,,,
PINKX,PantherCoin,PINKX,PoW/PoS,/coins/pinkx/overview,Scrypt,,,,,
UETL,Useless Eth Token Lite,UETL,N/A,/coins/uetl/overview,N/A,,,,,
CABS,CryptoABS,CABS,N/A,/coins/cabs/overview,N/A,,,,,
FORCE,TriForce Tokens,FORCE,N/A,/coins/force/overview,N/A,,,,,
FTC,FeatherCoin,FTC,PoW,/coins/ftc/overview,NeoScrypt,,,,,
FTI,FansTime,FTI,N/A,/coins/fti/overview,N/A,,,,,
FTK,FToken,FTK,N/A,/coins/ftk/overview,N/A,,,,,
EXIT,ExitCoin,EXIT,PoW/PoS,/coins/exit/overview,Scrypt,,,,,
FTM,Fantom,FTM,N/A,/coins/ftm/overview,N/A,,,,,
POWR,Power Ledger,POWR,N/A,/coins/powr/overview,N/A,,,,,
FTO,FuturoCoin,FTO,PoW,/coins/fto/overview,X11,,,,,
FTN,Fountain,FTN,N/A,/coins/ftn/overview,N/A,,,,,
BOBS,Bob's Repair,BOBS,N/A,/coins/bobs/overview,N/A,,,,,
CRES,Cresio,CRES,N/A,/coins/cres/overview,N/A,,,,,
FTP,FuturePoints,FTP,PoS,/coins/ftp/overview,X11,,,,,
GREXIT,GrexitCoin,GREXIT,PoS,/coins/grexit/overview,N/A,,,,,
FTR,FactR,FTR,N/A,/coins/ftr/overview,N/A,,,,,
CREP,Compound Augur,CREP,N/A,/coins/crep/overview,N/A,,,,,
GOLOS,Golos,GOLOS,PoW,/coins/golos/overview,DPoS,,,,,
FTT,FTX Token,FTT,N/A,/coins/ftt/overview,N/A,,,,,
FTW,FutureWorks,FTW,N/A,/coins/ftw/overview,N/A,,,,,
SaTT,SaTT,SaTT,N/A,/coins/satt/overview,N/A,,,,,
FTX,FintruX,FTX,N/A,/coins/ftx/overview,N/A,,,,,
ATON,Further Network,ATON,N/A,/coins/aton/overview,N/A,,,,,
MOBI,Mobius,MOBI,N/A,/coins/mobi/overview,N/A,,,,,
ATOM,Cosmos,ATOM,PoS,/coins/atom/overview,N/A,,,,,
CRED,Verify,CRED,N/A,/coins/cred/overview,N/A,,,,,
MOBU,MOBU,MOBU,N/A,/coins/mobu/overview,N/A,,,,,
WVR,Weave,WVR,N/A,/coins/wvr/overview,N/A,,,,,
INVOX,Invox Finance,INVOX,N/A,/coins/invox/overview,N/A,,,,,
CREA,CreativeChain,CREA,DPoS,/coins/crea/overview,Keccak,,,,,
LTPC,Lightpaycoin,LTPC,PoS,/coins/ltpc/overview,Quark,,,,,
EXLT,ExtraLovers,EXLT,N/A,/coins/exlt/overview,N/A,,,,,
CACH,Cachecoin,CACH,PoW,/coins/cach/overview,Scrypt,,,,,
FUN,FunFair,FUN,N/A,/coins/fun/overview,N/A,,,,,
PINMO,Pinmo,PINMO,N/A,/coins/pinmo/overview,N/A,,,,,
BOAT,Doubloon,BOAT,PoW/PoS,/coins/boat/overview,536,,,,,
MOAC,MOAC,MOAC,PoW,/coins/moac/overview,N/A,,,,,
PARETO,Pareto Network Token,PARETO,N/A,/coins/pareto/overview,N/A,,,,,
WWB,Wowbit,WWB,N/A,/coins/wwb/overview,N/A,,,,,
RMOB,RewardMob,RMOB,N/A,/coins/rmob/overview,N/A,,,,,
BWT2,Bitwin 2.0,BWT2,N/A,/coins/bwt2/overview,N/A,,,,,
CADX,eToro Canadian Dollar,CADX,N/A,/coins/cadx/overview,N/A,,,,,
PORTAL,Portal,PORTAL,N/A,/coins/portal/overview,N/A,,,,,
MOAT,Mother Of All Tokens,MOAT,N/A,/coins/moat/overview,N/A,,,,,
STM.CUR,Stmicroelectronics Adr,STM.CUR,N/A,/coins/stmcur/overview,N/A,,,,,
OGO,Origo,OGO,N/A,/coins/ogo/overview,N/A,,,,,
CADN,Content and AD Network,CADN,N/A,/coins/cadn/overview,N/A,,,,,
OGN,Origin Protocol,OGN,N/A,/coins/ogn/overview,N/A,,,,,
X8X,X8Currency,X8X,N/A,/coins/x8x/overview,N/A,,,,,
OGT,One Game,OGT,N/A,/coins/ogt/overview,N/A,,,,,
CREV,CryptoRevolution,CREV,N/A,/coins/crev/overview,N/A,,,,,
CRGO,CargoCoin,CRGO,N/A,/coins/crgo/overview,N/A,,,,,
HHEM,Healthureum,HHEM,N/A,/coins/hhem/overview,N/A,,,,,
HYGH,HYGH,HYGH,N/A,/coins/hygh/overview,N/A,,,,,
EOSBEAR,3X Short EOS Token,EOSBEAR,N/A,/coins/eosbear/overview,N/A,,,,,
WXT,Wirex Token,WXT,N/A,/coins/wxt/overview,N/A,,,,,
BITUSD,bitUSD,BITUSD,N/A,/coins/bitusd/overview,N/A,,,,,
RMESH,RightMesh,RMESH,N/A,/coins/rmesh/overview,N/A,,,,,
REBL,REBL,REBL,N/A,/coins/rebl/overview,N/A,,,,,
AERGO,AERGO,AERGO,N/A,/coins/aergo/overview,N/A,,,,,
UNIT,Universal Currency,UNIT,PoW/PoS,/coins/unit/overview,SHA-256,,,,,
OLXA,OLXA,OLXA,N/A,/coins/olxa/overview,N/A,,,,,
UNIQ,Uniqredit,UNIQ,PoW,/coins/uniq/overview,SHA-256D,,,,,
DLXV,Delta-X,DLXV,N/A,/coins/dlxv/overview,N/A,,,,,
GUESS,Peerguess,GUESS,N/A,/coins/guess/overview,N/A,,,,,
OCEANT,Poseidon Foundation,OCEANT,N/A,/coins/oceant/overview,N/A,,,,,
MOCO,MoCo,MOCO,N/A,/coins/moco/overview,N/A,,,,,
FXC,Flexacoin,FXC,N/A,/coins/fxc/overview,N/A,,,,,
WYS,Wysker,WYS,N/A,/coins/wys/overview,N/A,,,,,
WYR,Wyrify,WYR,N/A,/coins/wyr/overview,N/A,,,,,
OIO,Online,OIO,N/A,/coins/oio/overview,N/A,,,,,
XFRC,Forever Coin,XFRC,PoS,/coins/xfrc/overview,X11,,,,,
REAL,REAL,REAL,N/A,/coins/real/overview,N/A,,,,,
EXMR,EXMR FDN,EXMR,PoW/PoS,/coins/exmr/overview,N/A,,,,,
KCASH,Kcash,KCASH,Zero-Knowledge Proof,/coins/kcash/overview,SHA-512,,,,,
FXP,FXPay,FXP,N/A,/coins/fxp/overview,N/A,,,,,
FXT,FuzeX,FXT,N/A,/coins/fxt/overview,N/A,,,,,
ROCK2,Ice Rock Mining,ROCK2,N/A,/coins/rock2/overview,N/A,,,,,
UNICORN,UNICORN Token,UNICORN,N/A,/coins/unicorn/overview,N/A,,,,,
ALCE,Alcedo,ALCE,N/A,/coins/alce/overview,N/A,,,,,
REDC,RedCab,REDC,N/A,/coins/redc/overview,N/A,,,,,
FYN,FundYourselfNow,FYN,N/A,/coins/fyn/overview,N/A,,,,,
QBAO,Qbao,QBAO,N/A,/coins/qbao/overview,N/A,,,,,
REDN,Reden,REDN,PoW,/coins/redn/overview,X16S,,,,,
FYP,FlypMe,FYP,N/A,/coins/fyp/overview,N/A,,,,,
OJX,Ojooo,OJX,N/A,/coins/ojx/overview,N/A,,,,,
REDi,REDi,REDI,N/A,/coins/redi/overview,SHA-256,,,,,
SHER,Shercoin,SHER,N/A,/coins/sher/overview,N/A,,,,,
Oil - Crude.CUR,Brent Crude Oil Spot,Oil - Crude.CUR,N/A,/coins/oil-crudecur/overview,N/A,,,,,
CAID,ClearAid,CAID,N/A,/coins/caid/overview,N/A,,,,,
OKB,Okex,OKB,N/A,/coins/okb/overview,N/A,,,,,
STREAM,STREAMIT COIN,STREAM,PoS,/coins/stream/overview,Quark,,,,,
ATTR,Attrace,ATTR,N/A,/coins/attr/overview,N/A,,,,,
HTML5,HTML5 Coin,HTML5,PoW/PoS,/coins/html5/overview,X15,,,,,
VISIO,Visio,VISIO,PoW/PoS,/coins/visio/overview,X13,,,,,
SPHTX,SophiaTX,SPHTX,N/A,/coins/sphtx/overview,N/A,,,,,
FSBT,Forty Seven Bank,FSBT,N/A,/coins/fsbt/overview,N/A,,,,,
IDHUB,IDHUB,IDHUB,N/A,/coins/idhub/overview,N/A,,,,,
ALEX,Alexandrite,ALEX,PoW/PoS,/coins/alex/overview,SHA-256,,,,,
ACTN,Action Coin,ACTN,PoS,/coins/actn/overview,Equihash,,,,,
VIAZ,Viaz,VIAZ,N/A,/coins/viaz/overview,N/A,,,,,
OLE,Olive,OLE,N/A,/coins/ole/overview,N/A,,,,,
PPAI,Project Pai,PPAI,PoW,/coins/ppai/overview,SHA-256,,,,,
ODMC,ODMCoin,ODMC,N/A,/coins/odmc/overview,N/A,,,,,
EXRN,EXRNchain,EXRN,N/A,/coins/exrn/overview,N/A,,,,,
CAIx,CAIx,CAIX,PoS,/coins/caix/overview,Scrypt,,,,,
DUOT,DUO Network,DUOT,N/A,/coins/duot/overview,N/A,,,,,
OLT,OneLedger,OLT,N/A,/coins/olt/overview,N/A,,,,,
OLV,OldV,OLV,PoW/PoS,/coins/olv/overview,Scrypt,,,,,
RUSTBITS,Rustbits,RUSTBITS,N/A,/coins/rustbits/overview,N/A,,,,,
SHIP,ShipChain,SHIP,N/A,/coins/ship/overview,N/A,,,,,
R.R.CUR,Ryder System,R.CUR,N/A,/coins/rrcur/overview,N/A,,,,,
VIBE,VIBEHub,VIBE,N/A,/coins/vibe/overview,N/A,,,,,
OMA,OmegaCoin,OMA,PoW/PoS,/coins/oma/overview,X15,,,,,
OMC,OmniCron,OMC,PoW,/coins/omc/overview,Scrypt,,,,,
WMT.CUR,Wal-Mart Stores Inc,WMT.CUR,N/A,/coins/wmtcur/overview,N/A,,,,,
OMG,OmiseGo,OMG,PoS,/coins/omg/overview,N/A,,,,,
OMI,ECOMI,OMI,N/A,/coins/omi/overview,GO20,,,,,
MOGU,Mogu,MOGU,N/A,/coins/mogu/overview,N/A,,,,,
OMX,Project Shivom,OMX,N/A,/coins/omx/overview,N/A,,,,,
TRIAS,Trias,TRIAS,N/A,/coins/trias/overview,N/A,,,,,
BCCOIN,BitConnect Coin,BCCOIN,PoW/PoS,/coins/bccoin/overview,Scrypt,,,,,
CALL,Global Crypto Alliance,CALL,N/A,/coins/call/overview,N/A,,,,,
MOJO,Mojocoin,MOJO,PoS,/coins/mojo/overview,PoS,,,,,
ONE,Harmony,ONE,N/A,/coins/one/overview,N/A,,,,,
ONG,SoMee.Social,ONG,N/A,/coins/ong/overview,N/A,,,,,
CALC,CaliphCoin,CALC,PoW,/coins/calc/overview,SHA-256,,,,,
ONL,On.Live,ONL,N/A,/coins/onl/overview,N/A,,,,,
EXTN,Extensive Coin,EXTN,PoS,/coins/extn/overview,Scrypt,,,,,
ALGO,Algorand,ALGO,N/A,/coins/algo/overview,N/A,,,,,
SYLO,Sylo,SYLO,N/A,/coins/sylo/overview,N/A,,,,,
EXTP,TradePlace,EXTP,N/A,/coins/extp/overview,N/A,,,,,
VIDI,Vidion,VIDI,N/A,/coins/vidi/overview,N/A,,,,,
ONT,Ontology,ONT,PoS,/coins/ont/overview,VBFT,,,,,
SHKG,SharkGate,SHKG,N/A,/coins/shkg/overview,N/A,,,,,
ONX,Onix,ONX,PoW,/coins/onx/overview,X11,,,,,
SPICE,SPiCE Venture Capital,SPICE,N/A,/coins/spice/overview,N/A,,,,,
MUSIC,Musicoin,MUSIC,PoW,/coins/music/overview,Ethash,,,,,
MOIN,MoinCoin,MOIN,PoW/PoS,/coins/moin/overview,N/A,,,,,
ATMOS,Atmos,ATMOS,PoS,/coins/atmos/overview,PoS,,,,,
KICK,KickToken,KICK,N/A,/coins/kick/overview,N/A,,,,,
DICEM,DICE Money,DICEM,N/A,/coins/dicem/overview,N/A,,,,,
SWEET,SweetStake,SWEET,N/A,/coins/sweet/overview,PoS,,,,,
CAMC,Camcoin,CAMC,PoW/PoS,/coins/camc/overview,X11,,,,,
SCRIBE,Scribe Network,SCRIBE,PoW,/coins/scribe/overview,Lyra2REv2,,,,,
CRNK,CrankCoin,CRNK,PoS/PoW,/coins/crnk/overview,X11,,,,,
OOT,Utrum,OOT,N/A,/coins/oot/overview,N/A,,,,,
OOW,OPP Open WiFi,OOW,N/A,/coins/oow/overview,N/A,,,,,
ODNT,Old Dogs New Tricks,ODNT,PoW/PoS,/coins/odnt/overview,SHA-256D,,,,,
CANN,CannabisCoin,CANN,PoW,/coins/cann/overview,X11,,,,,
XAI,SapienceCoin,XAI,PoB/PoS,/coins/xai/overview,X11,,,,,
XAL,AuxChips,XAL,N/A,/coins/xal/overview,N/A,,,,,
OPC,OP Coin,OPC,PoW/PoS,/coins/opc/overview,Scrypt,,,,,
MOLK,Mobilink Token,MOLK,N/A,/coins/molk/overview,N/A,,,,,
XAP,Apollon,XAP,PoW/PoS,/coins/xap/overview,Quark,,,,,
DUSK,Dusk Network,DUSK,N/A,/coins/dusk/overview,N/A,,,,,
BOLT,Bolt,BOLT,N/A,/coins/bolt/overview,N/A,,,,,
ALIS,ALISmedia,ALIS,N/A,/coins/alis/overview,N/A,,,,,
CAND,Canlead,CAND,N/A,/coins/cand/overview,N/A,,,,,
NANJ,NANJCOIN,NANJ,N/A,/coins/nanj/overview,N/A,,,,,
XAS,Asch,XAS,N/A,/coins/xas/overview,N/A,,,,,
XAU,XauCoin,XAU,PoW,/coins/xau/overview,SHA-256,,,,,
VIEW,Viewly,VIEW,N/A,/coins/view/overview,N/A,,,,,
OPP,Opporty,OPP,N/A,/coins/opp/overview,N/A,,,,,
KICKS,SESSIA,KICKS,N/A,/coins/kicks/overview,N/A,,,,,
NANO,Nano,NANO,PoW,/coins/nano/overview,Blake2b,,,,,
OPQ,Opacity,OPQ,N/A,/coins/opq/overview,N/A,,,,,
CRON,Cryptocean,CRON,N/A,/coins/cron/overview,N/A,,,,,
OPT,Opus,OPT,N/A,/coins/opt/overview,N/A,,,,,
BOLI,BolivarCoin,BOLI,PoW,/coins/boli/overview,X11,,,,,
OPU,Opu Coin,OPU,N/A,/coins/opu/overview,N/A,,,,,
SYNX,Syndicate,SYNX,PoW/PoS,/coins/synx/overview,X11,,,,,
XBC,BitcoinPlus,XBC,PoS,/coins/xbc/overview,Scrypt,,,,,
XBB,BrickBlock,XBB,PoA,/coins/xbb/overview,N/A,,,,,
BOLD,Bold,BOLD,N/A,/coins/bold/overview,N/A,,,,,
ALIC,AliCoin,ALIC,N/A,/coins/alic/overview,N/A,,,,,
XBG,BitGrin,XBG,N/A,/coins/xbg/overview,N/A,,,,,
CLRTY,Clarity,CLRTY,N/A,/coins/clrty/overview,N/A,,,,,
